# candidate_names, preds, decision_scores, anomaly_scores, areas, lambda_1
NDWFS_J143825.3+344835 1.0 0.04907468237708834 -0.45092531762291166 1770.0 66.66215880593545
NDWFS_J143745.4+333015 1.0 0.045249601138687534 -0.45475039886131247 539.0 23.5592673081155
NDWFS_J142836.1+353405 1.0 0.04362330641067258 -0.4563766935893274 1228.0 33.587842925372115
NDWFS_J142733.3+333856 1.0 0.014459772962661377 -0.4855402270373386 381.0 9.252173839157743
NDWFS_J143710.4+355122 -1.0 -0.011438462506532354 -0.5114384625065324 5527.0 310.8432738775231
NDWFS_J142737.1+333840 1.0 0.07884634078072755 -0.42115365921927245 907.0 40.39005732214708
NDWFS_J143115.9+351949 1.0 0.037011385835286126 -0.4629886141647139 3278.0 299.55211389931355
NDWFS_J142440.9+331141 1.0 0.06490852401811797 -0.435091475981882 859.0 35.49861048584755
NDWFS_J143543.8+354638 -1.0 -0.010948404270395784 -0.5109484042703958 4132.0 79.3442076899457
NDWFS_J142504.3+341803 1.0 0.07060354785772482 -0.4293964521422752 1148.0 28.369673679393745
NDWFS_J142517.5+324927 1.0 0.005608973070403311 -0.4943910269295967 1873.0 95.3156920794391
NDWFS_J143238.7+333410 1.0 0.0522548282275922 -0.4477451717724078 1120.0 31.427552415734283
NDWFS_J143531.6+354022 1.0 0.05965128622003468 -0.4403487137799653 1191.0 40.21686566709247
NDWFS_J143611.5+340744 -1.0 -0.033311076058729405 -0.5333110760587294 1880.0 84.70530861386416
NDWFS_J143253.1+332317 1.0 0.06931430929401661 -0.4306856907059834 971.0 36.3142067686694
NDWFS_J143104.1+351202 1.0 0.06256576387022988 -0.4374342361297701 1317.0 36.74436580514202
NDWFS_J142511.7+335903 1.0 0.06591158438625339 -0.4340884156137466 931.0 46.517420330760615
NDWFS_J142908.7+334728 1.0 0.035667253161433043 -0.46433274683856696 2308.0 69.75966621328563
NDWFS_J142755.6+321817 1.0 0.020070951838320528 -0.4799290481616795 1768.0 148.95279924245926
NDWFS_J143747.9+343811 1.0 0.05236330117605448 -0.4476366988239455 1446.0 117.34223362770057
NDWFS_J143013.7+343805 1.0 0.05548630408656452 -0.4445136959134355 2005.0 61.07476511832929
NDWFS_J143114.0+335249 1.0 0.0575994175770313 -0.4424005824229687 2390.0 128.02529151514744
NDWFS_J143015.9+324609 1.0 0.05090476635131613 -0.44909523364868387 1621.0 29.241969010465255
NDWFS_J142747.4+343936 1.0 0.05266938860302728 -0.4473306113969727 486.0 23.601326003087433
NDWFS_J142638.4+343505 1.0 0.0797931953546765 -0.4202068046453235 873.0 26.63196862085064
NDWFS_J143401.3+344428 1.0 0.06751324935745795 -0.43248675064254205 1445.0 61.19159877788704
NDWFS_J143624.2+344245 1.0 0.033335733637150866 -0.46666426636284913 1046.0 40.36621155362187
NDWFS_J143110.0+335941 1.0 0.07775726524954596 -0.42224273475045404 904.0 36.121988897692056
NDWFS_J143620.6+344507 1.0 0.04204643313278572 -0.4579535668672143 1511.0 125.87145622091842
