# x, y, labels, names, probas
-3.7650065 5.520085 LAB NDWFS_J142622.1+345238 0.6247232556343079
-2.347726 7.170075 LAB NDWFS_J142543.7+345236 0.9723800420761108
-1.9642794 11.880234 LAB NDWFS_J142541.8+345248 0.9688056111335754
2.647151 4.8634424 LAB NDWFS_J142606.4+345718 0.968358039855957
-0.7699584 14.142873 LAB NDWFS_J142602.6+345906 0.9545836448669434
14.38542 -4.713767 LAB NDWFS_J142632.3+350154 0.46315470337867737
-2.5290678 9.443936 LAB NDWFS_J142555.6+350044 0.9534751772880554
7.563056 -2.4594545 LAB NDWFS_J142546.4+345956 0.8805539011955261
-2.398177 3.3901467 LAB NDWFS_J142533.8+345043 0.9704118967056274
-1.5661526 2.798855 LAB NDWFS_J142448.8+345319 0.971430242061615
-0.54402137 1.464271 LAB NDWFS_J142522.3+345454 0.921432375907898
11.092805 -3.7601998 LAB NDWFS_J142527.8+345641 0.35321444272994995
-0.77826834 5.206937 LAB NDWFS_J142455.7+345900 0.9656152725219727
-0.5033028 16.182665 LAB NDWFS_J142440.9+345915 0.8706957697868347
-4.3085337 9.727866 LAB NDWFS_J142651.6+344433 0.9734724760055542
-1.7051853 2.2890227 LAB NDWFS_J142700.2+344516 0.9250752925872803
-4.713942 8.591835 LAB NDWFS_J142710.0+344623 0.9690148830413818
-1.1433574 -2.5843859 LAB NDWFS_J142637.8+344837 0.5481986403465271
0.61592567 8.187382 LAB NDWFS_J142603.6+344338 0.9670900702476501
-3.8330739 8.449986 LAB NDWFS_J142557.1+344429 0.976787269115448
3.262855 3.4087102 LAB NDWFS_J142605.8+344626 0.9732402563095093
-2.7754152 8.865779 LAB NDWFS_J142630.4+344823 0.9734656810760498
9.400044 4.051363 LAB NDWFS_J142440.6+344001 0.9640499949455261
6.1998463 -2.4072635 LAB NDWFS_J142517.4+344118 0.8894661068916321
-0.112958424 6.022303 LAB NDWFS_J142526.3+344333 0.9638679027557373
-1.6060723 7.7250237 LAB NDWFS_J142515.3+345009 0.9388511776924133
-1.3016256 6.596562 LAB NDWFS_J142505.9+344652 0.9663971066474915
-1.8342786 6.746977 LAB NDWFS_J142544.1+343946 0.974619448184967
3.0440402 4.0540614 Confirmed_Ly$\alpha$ NDWFS_J142623.0+351422 0.9805059432983398
4.296989 -2.4812908 LAB NDWFS_J142445.9+354714 0.8213035464286804
1.4488212 8.069821 LAB NDWFS_J142447.3+351457 0.9579132199287415
-3.3838468 10.428738 LAB NDWFS_J142658.8+353900 0.9412914514541626
-1.5173264 13.317997 LAB NDWFS_J142657.1+354524 0.9648064374923706
-0.9329376 9.494592 LAB NDWFS_J142716.7+354847 0.9653472304344177
6.0193605 5.9879427 LAB NDWFS_J142538.4+353918 0.9619960188865662
4.7677617 13.504175 LAB NDWFS_J142438.5+353852 0.952545166015625
-1.8764167 11.2692 LAB NDWFS_J142456.3+354342 0.9693074822425842
3.0217748 3.7977185 LAB NDWFS_J142524.3+354506 0.966555118560791
-2.2313669 9.785804 LAB NDWFS_J142503.2+354555 0.9717036485671997
-1.7064605 14.689821 LAB NDWFS_J142523.5+354717 0.7234770655632019
-0.7970247 0.9216416 LAB NDWFS_J142712.9+353731 0.7641510367393494
-1.7366245 12.390014 LAB NDWFS_J142540.7+352635 0.9672410488128662
6.4558835 -2.758154 LAB NDWFS_J142539.4+352912 0.8537931442260742
1.4172767 12.573348 LAB NDWFS_J142532.9+353311 0.9666222333908081
0.4837523 13.276557 LAB NDWFS_J142553.2+353744 0.9687638878822327
10.784522 -4.0375977 LAB NDWFS_J142527.6+352704 0.9112092852592468
-2.2560444 10.031692 LAB NDWFS_J142527.2+352746 0.9513177871704102
12.997077 6.05237 LAB NDWFS_J142655.6+351508 0.9741886854171753
-2.3016343 6.6842237 LAB NDWFS_J142645.6+352047 0.9614288210868835
-0.12015137 4.0712204 LAB NDWFS_J142542.4+351459 0.980459988117218
8.8229265 -2.6179435 LAB NDWFS_J142546.1+352210 0.8522920608520508
0.6935374 10.001819 LAB NDWFS_J142530.2+351555 0.2940758168697357
2.6455784 8.042836 LAB NDWFS_J142458.6+351612 0.9672229886054993
10.25384 -3.5733924 LAB NDWFS_J142442.7+351752 0.918346643447876
-2.827057 11.516322 LAB NDWFS_J142441.0+351807 0.9693965315818787
-5.214596 5.1919336 LAB NDWFS_J142819.6+325448 0.8148650527000427
12.6174 -8.458677 LAB NDWFS_J142843.3+330302 0.9166058301925659
-5.2593503 8.989656 LAB NDWFS_J142735.0+325646 0.956416666507721
-4.0229154 14.357313 LAB NDWFS_J143013.5+323737 0.6389387845993042
-4.3679357 13.962535 LAB NDWFS_J142749.9+323734 0.8998210430145264
-4.644782 16.409649 LAB NDWFS_J142920.6+322732 0.6368709802627563
-2.5333104 -16.339304 LAB NDWFS_J142727.7+324432 0.6627468466758728
9.34481 -2.1676042 LAB NDWFS_J142726.5+331450 0.3971797227859497
1.4121554 3.0353656 LAB NDWFS_J143009.7+325800 0.9816624522209167
-3.4557421 7.0506964 LAB NDWFS_J142824.1+325552 0.9607948064804077
-4.502289 3.92129 LAB NDWFS_J142820.8+325614 0.696134090423584
-2.8303306 -1.0198131 LAB NDWFS_J142739.3+325723 0.4964081048965454
-3.903685 12.179334 LAB NDWFS_J142846.2+330818 0.9711338877677917
-3.4283392 8.9366045 LAB NDWFS_J142855.7+331937 0.9666488766670227
-4.4132752 5.649122 LAB NDWFS_J142741.9+325448 0.5116937160491943
-4.797835 -12.718585 LAB NDWFS_J142825.2+325925 0.011479029431939125
-4.4523077 7.2739034 LAB NDWFS_J142938.3+332149 0.9103811383247375
1.5154952 3.3165658 LAB NDWFS_J142827.4+332936 0.9647641777992249
-7.621515 -11.945732 LAB NDWFS_J142824.3+331943 0.021684305742383003
4.3872576 -7.7907815 LAB NDWFS_J142824.3+331959 0.021808015182614326
3.1652744 2.6991508 LAB NDWFS_J142728.7+332301 0.9464340209960938
-4.211567 5.075391 LAB NDWFS_J142754.0+332712 0.9553765058517456
-7.1787276 -0.91420954 LAB NDWFS_J142738.8+332852 0.7108036279678345
-10.244835 -4.0415807 LAB NDWFS_J142918.2+331128 0.029082197695970535
3.0837615 -0.2117198 LAB NDWFS_J143006.2+331756 0.6545683741569519
-4.886624 5.3938465 LAB NDWFS_J142919.3+331746 0.8664993643760681
-6.487892 -0.1839821 LAB NDWFS_J142836.0+331529 0.7385047674179077
-1.6483992 3.1809165 LAB NDWFS_J142852.7+331605 0.9720633029937744
9.157989 -4.901051 LAB NDWFS_J142750.7+330925 0.43693169951438904
