# x, y, labels, names, probas
2.6493645 15.163363 LAB NDWFS_J142535.2+324932 0.9976571798324585
6.443334 9.681973 LAB NDWFS_J142522.3+325422 0.9986808896064758
9.190211 -4.913029 LAB NDWFS_J142516.6+324335 0.9888339638710022
12.047267 3.4590547 LAB NDWFS_J142710.3+324841 0.9812427759170532
6.3178854 2.6944704 LAB NDWFS_J142548.3+322957 0.9984985589981079
11.8808565 -3.9400566 LAB NDWFS_J142449.7+324744 0.9251846075057983
6.0267515 7.878413 LAB NDWFS_J142708.1+324450 0.9981787204742432
5.9726844 8.680346 LAB NDWFS_J142703.5+324507 0.9990047812461853
2.7629554 16.622822 LAB NDWFS_J142717.4+324524 0.9760727286338806
-12.9807415 -10.4844055 LAB NDWFS_J142653.7+324808 0.7842621803283691
-3.8675513 7.310942 LAB NDWFS_J142716.3+325136 0.9996821880340576
-0.8776104 7.9262223 LAB NDWFS_J142555.9+324547 0.940642774105072
9.151321 10.354342 LAB NDWFS_J142600.8+324629 0.999743640422821
-3.6285493 1.9757762 LAB NDWFS_J142607.1+324646 0.9926391839981079
2.3225126 -2.9122438 LAB NDWFS_J142541.8+324840 0.9964836835861206
4.8861713 20.1011 LAB NDWFS_J142451.0+324910 0.9939939379692078
-9.021038 8.236727 LAB NDWFS_J142445.8+324949 0.9958307147026062
3.9940398 0.89711845 LAB NDWFS_J142454.1+325239 0.998091995716095
3.1774695 13.827427 LAB NDWFS_J142644.9+323206 0.9916812777519226
5.3886657 8.074476 LAB NDWFS_J142718.1+323854 0.9992395639419556
0.9686275 7.438202 LAB NDWFS_J142532.9+323116 0.9948351383209229
11.528508 14.617587 LAB NDWFS_J142511.1+324123 0.9941443800926208
-1.9867232 1.364402 LAB NDWFS_J142713.0+322717 0.9988219141960144
4.701845 5.1283154 LAB NDWFS_J142706.5+322744 0.9978233575820923
0.9032387 -4.2230797 LAB NDWFS_J142602.3+322716 0.9935473799705505
11.904374 -3.591751 LAB NDWFS_J142518.3+322235 0.9990758895874023
9.089667 -4.402978 LAB NDWFS_J142507.1+322835 0.9994449019432068
14.929798 -1.9003285 LAB NDWFS_J142441.8+332531 0.9969727993011475
14.683533 -2.6738806 LAB NDWFS_J142708.6+331932 0.9993904829025269
5.840171 4.3242965 LAB NDWFS_J142706.2+332049 0.9995598196983337
14.743851 9.16708 LAB NDWFS_J142611.4+332302 0.983391523361206
13.361255 10.48191 LAB NDWFS_J142558.7+332548 0.9832733869552612
5.99788 11.472631 LAB NDWFS_J142500.5+331811 0.9706082344055176
-4.922681 4.619465 LAB NDWFS_J142442.6+331914 0.9977038502693176
-2.4102654 10.768373 LAB NDWFS_J142507.1+332230 0.9988415837287903
-2.8432858 15.823258 LAB NDWFS_J142441.2+332747 0.6987206339836121
7.163408 1.8574545 LAB NDWFS_J142633.2+331357 0.9995737671852112
-7.2401347 3.1014082 LAB NDWFS_J142720.0+331510 0.9015657901763916
6.4488654 1.4764994 LAB NDWFS_J142659.3+331750 0.9997044205665588
-4.8748674 2.2643282 LAB NDWFS_J142544.3+331350 0.9940022826194763
-5.844212 7.0260158 LAB NDWFS_J142532.0+331644 0.9992307424545288
14.469348 -3.3196 LAB NDWFS_J142532.2+331500 0.9636170268058777
6.714196 3.9294884 LAB NDWFS_J142505.4+331335 0.9991708993911743
12.947785 -2.6627166 LAB NDWFS_J142521.9+331440 0.9997671246528625
7.479089 4.6988835 LAB NDWFS_J142448.9+331659 0.9996053576469421
12.509868 -2.5104654 LAB NDWFS_J142630.6+330230 0.9984211921691895
7.9170456 14.693278 LAB NDWFS_J142717.4+330529 0.9833588004112244
7.419389 3.733762 LAB NDWFS_J142550.1+325953 0.996839165687561
7.286988 5.794469 LAB NDWFS_J142549.4+330044 0.9979420304298401
6.8263144 15.475065 LAB NDWFS_J142556.1+330147 0.9889886975288391
5.4103985 1.8403074 LAB NDWFS_J142502.4+325456 0.9980050921440125
7.1491847 15.869289 LAB NDWFS_J142437.6+325830 0.9988969564437866
-4.4602203 4.4530044 LAB NDWFS_J142452.9+325940 0.9982119798660278
7.7303543 3.7116358 LAB NDWFS_J142528.0+330025 0.9956795573234558
4.965714 3.9892876 LAB NDWFS_J142438.2+330254 0.9998038411140442
-3.413073 0.92151326 LAB NDWFS_J142630.7+332901 0.8245685696601868
-4.073481 4.9264426 LAB NDWFS_J142526.4+335113 0.9998043179512024
1.7891614 16.136171 LAB NDWFS_J142547.2+334454 0.9995055198669434
3.082684 15.586447 LAB NDWFS_J142634.0+334954 0.9921316504478455
12.160988 4.6969314 LAB NDWFS_J142554.7+332906 0.9962002635002136
-7.427191 10.301515 LAB NDWFS_J142633.3+340441 0.8174992203712463
-5.561538 4.151724 LAB NDWFS_J142656.4+335444 0.9977126121520996
-5.7164207 3.391127 LAB NDWFS_J142609.3+335724 0.9979802966117859
7.277876 9.180675 LAB NDWFS_J142548.7+335854 0.999315619468689
-2.652045 3.9388227 LAB NDWFS_J142537.2+340156 0.9294923543930054
2.623363 18.67778 LAB NDWFS_J142610.2+340224 0.9641639590263367
4.3173904 0.14959837 LAB NDWFS_J142500.2+340154 0.9889134764671326
14.944336 0.7625762 LAB NDWFS_J142703.5+334442 0.9992761015892029
5.002751 -0.7297389 LAB NDWFS_J142713.8+334807 0.8084412813186646
-1.97196 10.970424 LAB NDWFS_J142718.8+335005 0.9987916350364685
4.591492 -6.479002 LAB NDWFS_J142631.6+334429 0.9984791874885559
11.538324 9.195971 LAB NDWFS_J142629.8+334649 0.897956371307373
-2.609447 7.6933227 LAB NDWFS_J142539.8+334847 0.9997807145118713
1.5593307 -2.6786156 LAB NDWFS_J142507.1+334141 0.9759983420372009
-4.881388 4.35855 LAB NDWFS_J142513.1+334206 0.9992701411247253
11.258603 -2.9447663 LAB NDWFS_J142500.3+334642 0.9990538954734802
3.553174 2.4669073 LAB NDWFS_J142506.9+334728 0.9969385862350464
17.174372 8.42349 LAB NDWFS_J142531.6+334812 0.9870160818099976
13.965681 8.6450205 LAB NDWFS_J142527.6+334900 0.1734381467103958
-1.9159132 9.89556 LAB NDWFS_J142512.4+335310 0.9983066320419312
3.8681881 0.6276295 LAB NDWFS_J142526.2+335025 0.9560748338699341
5.4613047 1.8822436 LAB NDWFS_J142507.2+335017 0.9986299276351929
4.2621784 4.2525487 LAB NDWFS_J142521.5+335206 0.9988628625869751
5.554703 2.9555292 LAB NDWFS_J142642.6+333415 0.9983515739440918
5.100793 4.4494023 LAB NDWFS_J142714.7+333807 0.9988180994987488
14.544163 9.020375 LAB NDWFS_J142712.2+333851 0.9907605648040771
-2.4530718 14.142952 LAB NDWFS_J142553.3+333515 0.9990851879119873
